"year","month","day","mode","route","peak","numerator","denominator"
2023,1,5,"Rail","Blue","OFF_PEAK",41120.521828544,43336.012865256
2023,1,5,"Rail","Blue","PEAK",26387.837472364,28429.156578574
2023,1,5,"Rail","Green-B","OFF_PEAK",9803.451610819,12016.561834081
2023,1,5,"Rail","Green-B","PEAK",6116.197367737,7342.972579606
2023,1,5,"Rail","Green-C","OFF_PEAK",9568.245680846,12181.899144996
2023,1,5,"Rail","Green-C","PEAK",7368.474867346,9271.731912142
2023,1,5,"Rail","Green-D","OFF_PEAK",19314.170847212,24912.602973257
2023,1,5,"Rail","Green-D","PEAK",14087.145827391,18153.119958013
2023,1,5,"Rail","Green-E","OFF_PEAK",16759.137699164,21388.081122522
2023,1,5,"Rail","Green-E","PEAK",11369.019065199,14722.665556048
2023,1,5,"Rail","Orange","OFF_PEAK",72513.045409083,88406.814444696
2023,1,5,"Rail","Orange","PEAK",62540.88380862,74731.803406772
2023,1,5,"Rail","Red","OFF_PEAK",114158.622394701,126579.377642831
2023,1,5,"Rail","Red","PEAK",102360.521752441,113844.062603956
2023,1,6,"Rail","Blue","OFF_PEAK",40735.438701185,43113.517992431
2023,1,6,"Rail","Blue","PEAK",26725.351233218,28616.228863061
2023,1,6,"Rail","Green-B","OFF_PEAK",9678.471092621,11722.671932545
2023,1,6,"Rail","Green-B","PEAK",5094.116313205,6427.510645769
2023,1,6,"Rail","Green-C","OFF_PEAK",11112.474314212,13706.280585952
2023,1,6,"Rail","Green-C","PEAK",7934.279973029,9699.086882144
2023,1,6,"Rail","Green-D","OFF_PEAK",18371.752309395,24454.339606509
2023,1,6,"Rail","Green-D","PEAK",14472.443757856,18880.125756213
2023,1,6,"Rail","Green-E","OFF_PEAK",16583.819506661,20966.05322985
2023,1,6,"Rail","Green-E","PEAK",12769.40933922,15232.101202355
2023,1,6,"Rail","Orange","OFF_PEAK",73661.538086579,85611.359119495
2023,1,6,"Rail","Orange","PEAK",64657.79749445,78928.86836448
2023,1,6,"Rail","Red","OFF_PEAK",114558.632262655,127026.642448265
2023,1,6,"Rail","Red","PEAK",99922.992130623,111755.917749566
2023,1,7,"Rail","Blue","OFF_PEAK",44322.342911039,44527.068215324
2023,1,7,"Rail","Green-B","OFF_PEAK",11894.969108554,13890.724000238
2023,1,7,"Rail","Green-C","OFF_PEAK",13991.580273474,17130.851923804
2023,1,7,"Rail","Green-D","OFF_PEAK",19151.720262175,23839.315760978
2023,1,7,"Rail","Green-E","OFF_PEAK",16881.497675592,20205.0612849
2023,1,7,"Rail","Orange","OFF_PEAK",52733.04897267,57341.284979089
2023,1,7,"Rail","Red","OFF_PEAK",29811.594773749,48503.367057462
2023,1,8,"Rail","Blue","OFF_PEAK",33410.483047058,33727.194456657
2023,1,8,"Rail","Green-B","OFF_PEAK",9474.720504857,11229.747548353
2023,1,8,"Rail","Green-C","OFF_PEAK",10626.932425034,12894.703577681
2023,1,8,"Rail","Green-D","OFF_PEAK",12349.740931774,15586.8463722
2023,1,8,"Rail","Green-E","OFF_PEAK",11267.003700029,13826.538624968
2023,1,8,"Rail","Orange","OFF_PEAK",40168.85729887,41303.743828741
2023,1,8,"Rail","Red","OFF_PEAK",23748.047448992,36285.440766187
2023,1,9,"Rail","Blue","OFF_PEAK",40118.546422414,42882.187069218
2023,1,9,"Rail","Blue","PEAK",25255.495897242,28659.611674718
2023,1,9,"Rail","Green-B","OFF_PEAK",9354.329625132,11277.860496857
2023,1,9,"Rail","Green-B","PEAK",6517.65267296,7463.902996144
2023,1,9,"Rail","Green-C","OFF_PEAK",11314.526692348,13486.635660896
2023,1,9,"Rail","Green-C","PEAK",7938.883224627,9566.822873346
2023,1,9,"Rail","Green-D","OFF_PEAK",19048.126653134,24458.860163576
2023,1,9,"Rail","Green-D","PEAK",14499.75640894,18410.64175034
2023,1,9,"Rail","Green-E","OFF_PEAK",17654.386010986,21642.975535131
2023,1,9,"Rail","Green-E","PEAK",13124.997197679,15318.836706642
2023,1,9,"Rail","Orange","OFF_PEAK",77874.575426174,89367.812905385
2023,1,9,"Rail","Orange","PEAK",65367.802876905,72416.926578187
2023,1,9,"Rail","Red","OFF_PEAK",112880.48995158,128165.140135773
2023,1,9,"Rail","Red","PEAK",99194.701853822,114102.009081565
2023,1,10,"Rail","Blue","OFF_PEAK",40620.174982916,43333.077711976
2023,1,10,"Rail","Blue","PEAK",27574.185262865,28617.253258515
2023,1,10,"Rail","Green-B","OFF_PEAK",9158.743027184,11391.793156884
2023,1,10,"Rail","Green-B","PEAK",5675.502530338,6984.332469427
2023,1,10,"Rail","Green-C","OFF_PEAK",10185.981589644,13233.518731161
2023,1,10,"Rail","Green-C","PEAK",6613.67279462,8707.075075142
2023,1,10,"Rail","Green-D","OFF_PEAK",19146.912837664,23955.37738716
2023,1,10,"Rail","Green-D","PEAK",13239.646673863,17887.451420812
2023,1,10,"Rail","Green-E","OFF_PEAK",16986.163223036,21736.215076482
2023,1,10,"Rail","Green-E","PEAK",10442.238221418,13468.965842775
2023,1,10,"Rail","Orange","OFF_PEAK",76904.96083111,89616.937883748
2023,1,10,"Rail","Orange","PEAK",66424.717593328,72496.067197306
2023,1,10,"Rail","Red","OFF_PEAK",112986.963640756,126032.664857787
2023,1,10,"Rail","Red","PEAK",101767.364791644,110658.872301601
2023,1,11,"Rail","Blue","OFF_PEAK",41067.599616917,43134.573067113
2023,1,11,"Rail","Blue","PEAK",27975.773283014,28677.529274218
2023,1,11,"Rail","Green-B","OFF_PEAK",9439.766000879,11472.946743901
2023,1,11,"Rail","Green-B","PEAK",5499.797748834,6822.824636218
2023,1,11,"Rail","Green-C","OFF_PEAK",10602.823655608,13070.791255878
2023,1,11,"Rail","Green-C","PEAK",8007.722108458,10081.480211891
2023,1,11,"Rail","Green-D","OFF_PEAK",19961.921731885,25769.406706387
2023,1,11,"Rail","Green-D","PEAK",15050.455690453,18924.862698302
2023,1,11,"Rail","Green-E","OFF_PEAK",15950.340734917,20075.967787303
2023,1,11,"Rail","Green-E","PEAK",11792.576222311,14846.758088492
2023,1,11,"Rail","Orange","OFF_PEAK",82222.086649781,88853.072429823
2023,1,11,"Rail","Orange","PEAK",66202.632837434,72765.141885444
2023,1,11,"Rail","Red","OFF_PEAK",112403.505274539,126765.906546558
2023,1,11,"Rail","Red","PEAK",102611.171737239,112218.337114072
2023,1,12,"Rail","Blue","OFF_PEAK",40471.175022629,43149.979618228
2023,1,12,"Rail","Blue","PEAK",26616.044810809,28606.835565112
2023,1,12,"Rail","Green-B","OFF_PEAK",9477.894702536,11681.374127555
2023,1,12,"Rail","Green-B","PEAK",5763.149296132,7228.713909854
2023,1,12,"Rail","Green-C","OFF_PEAK",9795.757653193,12246.352611105
2023,1,12,"Rail","Green-C","PEAK",7560.283505567,8896.804333546
2023,1,12,"Rail","Green-D","OFF_PEAK",19701.715159099,24965.002655141
2023,1,12,"Rail","Green-D","PEAK",14717.810885887,18836.72584142
2023,1,12,"Rail","Green-E","OFF_PEAK",17584.66448786,21991.611946832
2023,1,12,"Rail","Green-E","PEAK",12439.784714434,15156.543676964
2023,1,12,"Rail","Orange","OFF_PEAK",76434.745732212,90254.311005894
2023,1,12,"Rail","Orange","PEAK",65899.775235182,73376.442651908
2023,1,12,"Rail","Red","OFF_PEAK",113110.782050231,125276.087698606
2023,1,12,"Rail","Red","PEAK",102456.650539607,113719.015116683
2023,1,13,"Rail","Blue","OFF_PEAK",40671.582964722,43306.317851115
2023,1,13,"Rail","Blue","PEAK",27791.329985095,28544.180233499
2023,1,13,"Rail","Green-B","OFF_PEAK",9154.280742182,11535.544525541
2023,1,13,"Rail","Green-B","PEAK",6094.153166478,7277.419111815
2023,1,13,"Rail","Green-C","OFF_PEAK",10215.544798292,12591.572183272
2023,1,13,"Rail","Green-C","PEAK",6991.864713425,8915.216627568
2023,1,13,"Rail","Green-D","OFF_PEAK",19728.923368515,24410.514568879
2023,1,13,"Rail","Green-D","PEAK",15213.101696823,18969.930885752
2023,1,13,"Rail","Green-E","OFF_PEAK",17932.795250965,21580.78107195
2023,1,13,"Rail","Green-E","PEAK",12997.526953374,15607.639837566
2023,1,13,"Rail","Orange","OFF_PEAK",81422.416318133,91225.424579905
2023,1,13,"Rail","Orange","PEAK",60017.879929823,67745.616192533
2023,1,13,"Rail","Red","OFF_PEAK",114543.619137355,124934.313053148
2023,1,13,"Rail","Red","PEAK",102592.944660934,111973.183047968
2023,1,14,"Rail","Blue","OFF_PEAK",43375.016633514,44389.206231068
2023,1,14,"Rail","Green-B","OFF_PEAK",8684.1004715,10661.461069161
2023,1,14,"Rail","Green-C","OFF_PEAK",10052.683465736,12178.306800792
2023,1,14,"Rail","Green-D","OFF_PEAK",14594.990953277,19872.775527668
2023,1,14,"Rail","Green-E","OFF_PEAK",11217.345057065,18051.62049196
2023,1,14,"Rail","Orange","OFF_PEAK",6969.733911589,9082.776970646
2023,1,14,"Rail","Red","OFF_PEAK",82106.193704647,91480.056298199
2023,1,15,"Rail","Blue","OFF_PEAK",33238.2306939,33735.086145484
2023,1,15,"Rail","Green-B","OFF_PEAK",7006.135624744,8035.194350401
2023,1,15,"Rail","Green-C","OFF_PEAK",7903.004629551,9418.005518808
2023,1,15,"Rail","Green-D","OFF_PEAK",9236.408235248,12187.861858398
2023,1,15,"Rail","Green-E","OFF_PEAK",7827.090591975,12780.787042056
2023,1,15,"Rail","Orange","OFF_PEAK",6198.401647085,6881.147156677
2023,1,15,"Rail","Red","OFF_PEAK",59989.950573972,66223.734165746
2023,1,16,"Rail","Blue","OFF_PEAK",40791.906379556,42664.773770056
2023,1,16,"Rail","Blue","PEAK",26947.840856986,29040.941994114
2023,1,16,"Rail","Green-B","OFF_PEAK",9064.299918219,11538.197662294
2023,1,16,"Rail","Green-B","PEAK",5968.230799126,7575.836508483
2023,1,16,"Rail","Green-C","OFF_PEAK",11234.386977381,14021.428232083
2023,1,16,"Rail","Green-C","PEAK",8266.216417164,9472.879902773
2023,1,16,"Rail","Green-D","OFF_PEAK",19009.687158575,24412.10262307
2023,1,16,"Rail","Green-D","PEAK",15607.776563728,19767.754325771
2023,1,16,"Rail","Green-E","OFF_PEAK",14473.211452817,20420.169674522
2023,1,16,"Rail","Green-E","PEAK",10318.166229415,14181.058725768
2023,1,16,"Rail","Orange","OFF_PEAK",75328.330271173,88319.672075313
2023,1,16,"Rail","Orange","PEAK",60705.075404272,74699.650533073
2023,1,16,"Rail","Red","OFF_PEAK",115053.018919374,125309.16019234
2023,1,16,"Rail","Red","PEAK",103628.624002161,110367.735942883
2023,1,17,"Rail","Blue","OFF_PEAK",40744.643266314,42927.957374215
2023,1,17,"Rail","Blue","PEAK",25435.227569636,28661.921406054
2023,1,17,"Rail","Green-B","OFF_PEAK",9433.20578941,11329.589508336
2023,1,17,"Rail","Green-B","PEAK",5660.169147636,6822.034787403
2023,1,17,"Rail","Green-C","OFF_PEAK",10516.941198048,13157.026691991
2023,1,17,"Rail","Green-C","PEAK",8027.909835273,10132.669437099
2023,1,17,"Rail","Green-D","OFF_PEAK",19731.67826882,24691.389457889
2023,1,17,"Rail","Green-D","PEAK",13648.201156216,17205.080338071
2023,1,17,"Rail","Green-E","OFF_PEAK",18452.570013246,21852.179893577
2023,1,17,"Rail","Green-E","PEAK",12978.020507849,15639.18680949
2023,1,17,"Rail","Orange","OFF_PEAK",82852.83539734,91471.730294512
2023,1,17,"Rail","Orange","PEAK",68433.424374784,72543.455420259
2023,1,17,"Rail","Red","OFF_PEAK",108949.693684744,125425.828937936
2023,1,17,"Rail","Red","PEAK",95005.019603109,111537.085208689
2023,1,18,"Rail","Blue","OFF_PEAK",40766.487405242,43262.341833787
2023,1,18,"Rail","Blue","PEAK",27534.588757482,28486.175235904
2023,1,18,"Rail","Green-B","OFF_PEAK",9867.392171074,11848.286885862
2023,1,18,"Rail","Green-B","PEAK",6027.882209756,7060.949031934
2023,1,18,"Rail","Green-C","OFF_PEAK",10524.052270801,13192.059329665
2023,1,18,"Rail","Green-C","PEAK",7797.539930621,9381.681780324
2023,1,18,"Rail","Green-D","OFF_PEAK",18538.039217319,23905.656082929
2023,1,18,"Rail","Green-D","PEAK",15036.330501411,18890.60363688
2023,1,18,"Rail","Green-E","OFF_PEAK",16301.469425683,20987.786280093
2023,1,18,"Rail","Green-E","PEAK",12167.382705218,14870.786552174
2023,1,18,"Rail","Orange","OFF_PEAK",78413.42945695,91870.005173086
2023,1,18,"Rail","Orange","PEAK",66960.643379937,73772.08079815
2023,1,18,"Rail","Red","OFF_PEAK",112328.648855062,126021.920941767
2023,1,18,"Rail","Red","PEAK",100667.844290235,113812.379290985
2023,1,19,"Rail","Blue","OFF_PEAK",38676.011670816,42852.534004993
2023,1,19,"Rail","Blue","PEAK",25715.671528815,28795.606801178
2023,1,19,"Rail","Green-B","OFF_PEAK",8644.579659518,11012.691509236
2023,1,19,"Rail","Green-B","PEAK",5824.974314054,6822.058207508
2023,1,19,"Rail","Green-C","OFF_PEAK",9322.256791046,12493.735578052
2023,1,19,"Rail","Green-C","PEAK",7908.058435466,9729.881543375
2023,1,19,"Rail","Green-D","OFF_PEAK",18120.384862013,23737.118471048
2023,1,19,"Rail","Green-D","PEAK",14242.087137057,18271.795090589
2023,1,19,"Rail","Green-E","OFF_PEAK",17416.160820541,21912.292435037
2023,1,19,"Rail","Green-E","PEAK",12324.494623027,14895.150728701
2023,1,19,"Rail","Orange","OFF_PEAK",77736.600726929,91927.122824838
2023,1,19,"Rail","Orange","PEAK",64058.358269168,72062.333157717
2023,1,19,"Rail","Red","OFF_PEAK",112142.113925483,129328.375316627
2023,1,19,"Rail","Red","PEAK",100613.023287772,113299.034575624
2023,1,20,"Rail","Blue","OFF_PEAK",41541.192562799,43117.327251741
2023,1,20,"Rail","Blue","PEAK",27250.046375921,28656.310781986
2023,1,20,"Rail","Green-B","OFF_PEAK",9698.274827128,12113.690603286
2023,1,20,"Rail","Green-B","PEAK",6295.656273985,7913.007074298
2023,1,20,"Rail","Green-C","OFF_PEAK",10396.807216001,12619.492237374
2023,1,20,"Rail","Green-C","PEAK",8737.44085986,10716.319697482
2023,1,20,"Rail","Green-D","OFF_PEAK",19004.078213694,24431.211124425
2023,1,20,"Rail","Green-D","PEAK",13599.051843793,17644.125311179
2023,1,20,"Rail","Green-E","OFF_PEAK",17386.280458274,21632.949712562
2023,1,20,"Rail","Green-E","PEAK",11464.053768161,14581.207408089
2023,1,20,"Rail","Orange","OFF_PEAK",71349.685602393,90935.479287334
2023,1,20,"Rail","Orange","PEAK",63058.818364608,77843.987610836
2023,1,20,"Rail","Red","OFF_PEAK",113588.777677562,125701.492989996
2023,1,20,"Rail","Red","PEAK",101322.155817008,112980.423273192
2023,1,21,"Rail","Blue","OFF_PEAK",43712.103347844,44515.583700272
2023,1,21,"Rail","Green-B","OFF_PEAK",8560.467521239,11084.806633111
2023,1,21,"Rail","Green-C","OFF_PEAK",13007.856301626,16362.045759351
2023,1,21,"Rail","Green-D","OFF_PEAK",18068.106506766,23866.060834864
2023,1,21,"Rail","Green-E","OFF_PEAK",17196.572392093,20450.359984643
2023,1,21,"Rail","Orange","OFF_PEAK",48000.985748441,55481.311138981
2023,1,21,"Rail","Red","OFF_PEAK",85366.541211627,91893.780977873
2023,1,22,"Rail","Blue","OFF_PEAK",31781.85335594,33700.283411241
2023,1,22,"Rail","Green-B","OFF_PEAK",8421.746147474,10291.166942268
2023,1,22,"Rail","Green-C","OFF_PEAK",10369.178474623,12760.03171617
2023,1,22,"Rail","Green-D","OFF_PEAK",12919.98179513,16742.283556494
2023,1,22,"Rail","Green-E","OFF_PEAK",11707.570019416,13927.73819601
2023,1,22,"Rail","Orange","OFF_PEAK",39051.95539713,40220.484871719
2023,1,22,"Rail","Red","OFF_PEAK",60094.524680537,66570.500203902
2023,1,23,"Rail","Blue","OFF_PEAK",38514.988138795,43411.135498468
2023,1,23,"Rail","Blue","PEAK",25327.9358216,28115.443169009
2023,1,23,"Rail","Green-B","OFF_PEAK",9586.301090876,12013.949958042
2023,1,23,"Rail","Green-B","PEAK",5161.324123152,7073.697731021
2023,1,23,"Rail","Green-C","OFF_PEAK",10637.594500057,12850.917455998
2023,1,23,"Rail","Green-C","PEAK",7718.440148341,9775.110209988
2023,1,23,"Rail","Green-D","OFF_PEAK",19719.853959234,24372.592738376
2023,1,23,"Rail","Green-D","PEAK",14152.091914205,18004.975756162
2023,1,23,"Rail","Green-E","OFF_PEAK",18014.906217696,22001.936171264
2023,1,23,"Rail","Green-E","PEAK",12488.764321147,15616.08986023
2023,1,23,"Rail","Orange","OFF_PEAK",78135.452250988,87817.308358094
2023,1,23,"Rail","Orange","PEAK",63534.436350733,73712.935237078
2023,1,23,"Rail","Red","OFF_PEAK",114438.868346493,126051.203169368
2023,1,23,"Rail","Red","PEAK",101049.282398812,111085.049880856
2023,1,24,"Rail","Blue","OFF_PEAK",38811.078470035,43497.446674689
2023,1,24,"Rail","Blue","PEAK",27046.709307523,28639.99035381
2023,1,24,"Rail","Green-B","OFF_PEAK",9851.263106507,11988.566216365
2023,1,24,"Rail","Green-B","PEAK",5353.573257179,6275.029903826
2023,1,24,"Rail","Green-C","OFF_PEAK",10812.9989038,13181.719581595
2023,1,24,"Rail","Green-C","PEAK",7715.91369586,9387.663496693
2023,1,24,"Rail","Green-D","OFF_PEAK",18354.884733382,24101.934451487
2023,1,24,"Rail","Green-D","PEAK",14118.561737073,17931.80565481
2023,1,24,"Rail","Green-E","OFF_PEAK",17861.626708898,21749.768323507
2023,1,24,"Rail","Green-E","PEAK",12583.854093385,15143.511795389
2023,1,24,"Rail","Orange","OFF_PEAK",69550.419928722,90091.981861858
2023,1,24,"Rail","Orange","PEAK",57716.880050385,74823.615207226
2023,1,24,"Rail","Red","OFF_PEAK",108923.810076508,124840.857167047
2023,1,24,"Rail","Red","PEAK",100043.133415446,114854.365812593
2023,1,25,"Rail","Blue","OFF_PEAK",39512.456545233,43337.943901814
2023,1,25,"Rail","Blue","PEAK",26954.93474291,28524.161856521
2023,1,25,"Rail","Green-B","OFF_PEAK",9896.885826112,11498.672191133
2023,1,25,"Rail","Green-B","PEAK",5933.489344285,7616.039654527
2023,1,25,"Rail","Green-C","OFF_PEAK",10439.742145149,13077.970953259
2023,1,25,"Rail","Green-C","PEAK",8027.356378057,10074.116372506
2023,1,25,"Rail","Green-D","OFF_PEAK",19204.74067095,24352.753059188
2023,1,25,"Rail","Green-D","PEAK",14239.419525816,18194.230601215
2023,1,25,"Rail","Green-E","OFF_PEAK",17287.962574835,21357.10608642
2023,1,25,"Rail","Green-E","PEAK",11203.326708378,14720.100120354
2023,1,25,"Rail","Orange","OFF_PEAK",73125.92386402,88284.458499184
2023,1,25,"Rail","Orange","PEAK",59687.306121075,74929.63274363
2023,1,25,"Rail","Red","OFF_PEAK",109487.243736212,125237.798387351
2023,1,25,"Rail","Red","PEAK",101510.450080569,110067.991396316
2023,1,26,"Rail","Blue","OFF_PEAK",42176.658301178,43203.688993502
2023,1,26,"Rail","Blue","PEAK",28028.41081837,28631.796519769
2023,1,26,"Rail","Green-B","OFF_PEAK",7376.681310481,9766.174932584
2023,1,26,"Rail","Green-B","PEAK",5984.589310509,7691.623989675
2023,1,26,"Rail","Green-C","OFF_PEAK",8659.06041043,10869.006055821
2023,1,26,"Rail","Green-C","PEAK",7320.125984129,9075.391911128
2023,1,26,"Rail","Green-D","OFF_PEAK",16745.709149466,21559.483631073
2023,1,26,"Rail","Green-D","PEAK",14684.984616657,18595.082136228
2023,1,26,"Rail","Green-E","OFF_PEAK",14813.303880086,18152.718398338
2023,1,26,"Rail","Green-E","PEAK",11886.565637122,14529.434979425
2023,1,26,"Rail","Orange","OFF_PEAK",71074.594046724,89210.190440615
2023,1,26,"Rail","Orange","PEAK",59738.877889803,73087.149989244
2023,1,26,"Rail","Red","OFF_PEAK",102367.871651908,121646.697431498
2023,1,26,"Rail","Red","PEAK",96015.021179316,116982.241928819
2023,1,27,"Rail","Blue","OFF_PEAK",41201.205133281,43189.076743804
2023,1,27,"Rail","Blue","PEAK",27196.458740334,28624.143282298
2023,1,27,"Rail","Green-B","OFF_PEAK",9410.792477434,11584.667821681
2023,1,27,"Rail","Green-B","PEAK",5784.30951311,7280.953668091
2023,1,27,"Rail","Green-C","OFF_PEAK",9157.622232255,12229.767146727
2023,1,27,"Rail","Green-C","PEAK",7552.495040975,9611.501131219
2023,1,27,"Rail","Green-D","OFF_PEAK",18439.811224878,24262.026506241
2023,1,27,"Rail","Green-D","PEAK",13527.886765388,17982.826087199
2023,1,27,"Rail","Green-E","OFF_PEAK",16801.614036306,21015.89021142
2023,1,27,"Rail","Green-E","PEAK",11881.1113115,15320.962393102
2023,1,27,"Rail","Orange","OFF_PEAK",76802.324993892,88728.164941242
2023,1,27,"Rail","Orange","PEAK",63932.089506481,70725.412120563
2023,1,27,"Rail","Red","OFF_PEAK",110434.097944565,125977.237612011
2023,1,27,"Rail","Red","PEAK",102974.676958005,113843.143910505
2023,1,28,"Rail","Blue","OFF_PEAK",42615.279268555,43754.71131347
2023,1,28,"Rail","Green-B","OFF_PEAK",7101.184271246,10021.787873382
2023,1,28,"Rail","Green-C","OFF_PEAK",6397.752774194,8515.388928943
2023,1,28,"Rail","Green-D","OFF_PEAK",10254.408650024,16405.91352219
2023,1,28,"Rail","Green-E","OFF_PEAK",8724.776901349,16977.501962489
2023,1,28,"Rail","Orange","OFF_PEAK",5201.469108829,5266.482001707
2023,1,28,"Rail","Red","OFF_PEAK",82727.316066718,91947.158368368
2023,1,29,"Rail","Blue","OFF_PEAK",33579.385418307,33741.873020311
2023,1,29,"Rail","Green-B","OFF_PEAK",7176.092808506,8559.790783735
2023,1,29,"Rail","Green-C","OFF_PEAK",7595.816222027,9406.735862635
2023,1,29,"Rail","Green-D","OFF_PEAK",8266.825000716,13533.533861564
2023,1,29,"Rail","Green-E","OFF_PEAK",7556.231374295,12719.428277425
2023,1,29,"Rail","Orange","OFF_PEAK",3541.427094967,3632.17551441
2023,1,29,"Rail","Red","OFF_PEAK",60433.593174401,66263.841396978
2023,1,30,"Rail","Blue","OFF_PEAK",40025.726142502,43081.705785257
2023,1,30,"Rail","Blue","PEAK",24892.292360589,28553.28757718
2023,1,30,"Rail","Green-B","OFF_PEAK",10170.883820884,11984.14453844
2023,1,30,"Rail","Green-B","PEAK",6545.2310601,7610.154692523
2023,1,30,"Rail","Green-C","OFF_PEAK",10353.630699778,12913.528485192
2023,1,30,"Rail","Green-C","PEAK",7513.550869882,9344.783273235
2023,1,30,"Rail","Green-D","OFF_PEAK",19329.284679927,23964.916192509
2023,1,30,"Rail","Green-D","PEAK",14821.9160446,18664.012337395
2023,1,30,"Rail","Green-E","OFF_PEAK",18149.586983009,22412.005306347
2023,1,30,"Rail","Green-E","PEAK",12690.007922788,15360.022206573
2023,1,30,"Rail","Orange","OFF_PEAK",79115.346707118,89449.318566889
2023,1,30,"Rail","Orange","PEAK",66492.99372869,72384.054265409
2023,1,30,"Rail","Red","OFF_PEAK",113958.977435113,127068.721868584
2023,1,30,"Rail","Red","PEAK",101474.781880771,112239.737664286
2023,1,31,"Rail","Blue","OFF_PEAK",39750.862894364,43085.731041433
2023,1,31,"Rail","Blue","PEAK",26618.117644003,28650.638349727
2023,1,31,"Rail","Green-B","OFF_PEAK",9465.828591075,11467.910701503
2023,1,31,"Rail","Green-B","PEAK",6131.144446822,7501.655196853
2023,1,31,"Rail","Green-C","OFF_PEAK",9853.902725147,12532.736727933
2023,1,31,"Rail","Green-C","PEAK",7912.824457697,9684.994548394
2023,1,31,"Rail","Green-D","OFF_PEAK",18985.745067393,24146.823118524
2023,1,31,"Rail","Green-D","PEAK",14245.89241626,18318.721057322
2023,1,31,"Rail","Green-E","OFF_PEAK",16742.176168428,21306.571031354
2023,1,31,"Rail","Green-E","PEAK",10524.148872093,13354.980349398
2023,1,31,"Rail","Orange","OFF_PEAK",79400.570459111,91192.162747755
2023,1,31,"Rail","Orange","PEAK",65378.659546359,73059.865549293
